Time,Load,temperature_2m,relative_humidity_2m,wind_speed_10m,shortwave_radiation
2025-01-01 13:30:00,2958.570592,1.9,21.5,0.7,381.0
2025-01-01 13:45:00,2941.300672,1.95,21.25,0.65,367.0
2025-01-01 14:00:00,2905.280992,2.0,21.0,0.6,353.0
2025-01-01 14:15:00,2882.076256,1.95,21.0,0.5,326.75
2025-01-01 14:30:00,2837.566048,1.9,21.0,0.4,300.5
2025-01-01 14:45:00,2842.237888,1.85,21.0,0.3,274.25
2025-01-01 15:00:00,2833.718368,1.8,21.0,0.2,248.0
2025-01-01 15:15:00,2851.105504,1.375,22.25,0.5,214.75
2025-01-01 15:30:00,2900.062144,0.9500000000000001,23.5,0.8,181.5
2025-01-01 15:45:00,2930.833312,0.5250000000000001,24.75,1.0999999999999999,148.25
2025-01-01 16:00:00,2970.603712,0.1,26.0,1.4,115.0
2025-01-01 16:15:00,3043.224544,-0.55,31.0,1.75,89.25
2025-01-01 16:30:00,3110.828128,-1.2,36.0,2.0999999999999996,63.5
2025-01-01 16:45:00,3175.536256,-1.85,41.0,2.4499999999999997,37.75
2025-01-01 17:00:00,3266.240032,-2.5,46.0,2.8,12.0
2025-01-01 17:15:00,3395.697568,-2.825,48.25,2.75,9.0
2025-01-01 17:30:00,3538.005664,-3.15,50.5,2.7,6.0
2025-01-01 17:45:00,3679.034944,-3.4749999999999996,52.75,2.65,3.0
2025-01-01 18:00:00,3884.574496,-3.8,55.0,2.6,0.0
2025-01-01 18:15:00,4023.959968,-3.8499999999999996,54.75,2.525,0.0
2025-01-01 18:30:00,4082.142304,-3.9,54.5,2.45,0.0
2025-01-01 18:45:00,4021.613152,-3.95,54.25,2.375,0.0
2025-01-01 19:00:00,3977.47072,-4.0,54.0,2.3,0.0
2025-01-01 19:15:00,3957.920032,-4.05,53.5,2.25,0.0
2025-01-01 19:30:00,3941.246176,-4.1,53.0,2.2,0.0
2025-01-01 19:45:00,3933.656896,-4.15,52.5,2.15,0.0
2025-01-01 20:00:00,3915.23008,-4.2,52.0,2.1,0.0
2025-01-01 20:15:00,3924.857536,-4.15,53.0,2.075,0.0
2025-01-01 20:30:00,3940.957696,-4.1,54.0,2.05,0.0
2025-01-01 20:45:00,3945.58816,-4.05,55.0,2.025,0.0
2025-01-01 21:00:00,3926.857696,-4.0,56.0,2.0,0.0
2025-01-01 21:15:00,3921.43984,-3.95,55.0,2.15,0.0
2025-01-01 21:30:00,3912.724864,-3.9,54.0,2.3,0.0
2025-01-01 21:45:00,3865.07008,-3.8499999999999996,53.0,2.45,0.0
2025-01-01 22:00:00,3822.601984,-3.8,52.0,2.6,0.0
2025-01-01 22:15:00,3736.948768,-3.6999999999999997,50.5,2.675,0.0
2025-01-01 22:30:00,3626.3488,-3.5999999999999996,49.0,2.75,0.0
2025-01-01 22:45:00,3501.626368,-3.5,47.5,2.825,0.0
2025-01-01 23:00:00,3377.065696,-3.4,46.0,2.9,0.0
2025-01-01 23:15:00,3202.22176,-3.1,42.25,3.275,0.0
2025-01-01 23:30:00,3067.189888,-2.8,38.5,3.6500000000000004,0.0
2025-01-01 23:45:00,2945.126848,-2.5,34.75,4.025,0.0
2025-01-02 00:00:00,2846.472832,-2.2,31.0,4.4,0.0
2025-01-02 00:15:00,2751.803584,-2.45,31.5,4.25,0.0
2025-01-02 00:30:00,2668.747168,-2.7,32.0,4.1,0.0
2025-01-02 00:45:00,2576.708608,-2.95,32.5,3.95,0.0
2025-01-02 01:00:00,2512.657216,-3.2,33.0,3.8,0.0
2025-01-02 01:15:00,2443.51024,-3.45,33.75,3.6999999999999997,0.0
2025-01-02 01:30:00,2403.692992,-3.7,34.5,3.5999999999999996,0.0
2025-01-02 01:45:00,2356.560352,-3.95,35.25,3.5,0.0
2025-01-02 02:00:00,2317.23904,-4.2,36.0,3.4,0.0
2025-01-02 02:15:00,2281.436896,-4.375,36.5,3.35,0.0
2025-01-02 02:30:00,2256.84112,-4.550000000000001,37.0,3.3,0.0
2025-01-02 02:45:00,2235.618016,-4.7250000000000005,37.5,3.25,0.0
2025-01-02 03:00:00,2221.153312,-4.9,38.0,3.2,0.0
2025-01-02 03:15:00,2203.747648,-5.075,38.5,3.1500000000000004,0.0
2025-01-02 03:30:00,2183.434816,-5.25,39.0,3.1,0.0
2025-01-02 03:45:00,2176.281472,-5.425,39.5,3.05,0.0
2025-01-02 04:00:00,2178.259648,-5.6,40.0,3.0,0.0
2025-01-02 04:15:00,2177.081152,-5.699999999999999,40.5,3.0,0.0
2025-01-02 04:30:00,2175.13984,-5.8,41.0,3.0,0.0
2025-01-02 04:45:00,2182.394176,-5.9,41.5,3.0,0.0
2025-01-02 05:00:00,2201.317216,-6.0,42.0,3.0,0.0
2025-01-02 05:15:00,2233.717408,-6.1,42.5,2.975,0.0
2025-01-02 05:30:00,2251.675456,-6.2,43.0,2.95,0.0
2025-01-02 05:45:00,2289.332704,-6.300000000000001,43.5,2.925,0.0
2025-01-02 06:00:00,2336.793472,-6.4,44.0,2.9,0.0
2025-01-02 06:15:00,2437.634656,-6.4750000000000005,44.25,2.85,0.0
2025-01-02 06:30:00,2507.329408,-6.550000000000001,44.5,2.8,0.0
2025-01-02 06:45:00,2611.954624,-6.625,44.75,2.75,0.0
2025-01-02 07:00:00,2769.162784,-6.7,45.0,2.7,0.0
2025-01-02 07:15:00,3064.166368,-6.725,45.0,2.725,3.5
2025-01-02 07:30:00,3380.264416,-6.75,45.0,2.75,7.0
2025-01-02 07:45:00,3841.535104,-6.775,45.0,2.775,10.5
2025-01-02 08:00:00,4710.724864,-6.8,45.0,2.8,14.0
2025-01-02 08:15:00,5609.445664,-6.45,44.0,2.775,41.0
2025-01-02 08:30:00,5939.974816,-6.1,43.0,2.75,68.0
2025-01-02 08:45:00,6220.231072,-5.75,42.0,2.725,95.0
2025-01-02 09:00:00,6394.037056,-5.4,41.0,2.7,122.0
2025-01-02 09:15:00,6521.047648,-4.95,38.25,2.8000000000000003,156.0
2025-01-02 09:30:00,6625.847488,-4.5,35.5,2.9000000000000004,190.0
2025-01-02 09:45:00,6730.392832,-4.050000000000001,32.75,3.0,224.0
2025-01-02 10:00:00,6809.446528,-3.6,30.0,3.1,258.0
2025-01-02 10:15:00,6894.471232,-3.275,28.25,3.175,284.5
2025-01-02 10:30:00,6974.296096,-2.95,26.5,3.25,311.0
2025-01-02 10:45:00,7014.093952,-2.625,24.75,3.325,337.5
2025-01-02 11:00:00,7040.336416,-2.3,23.0,3.4,364.0
2025-01-02 11:15:00,7057.988608,-2.0749999999999997,22.0,3.375,378.0
2025-01-02 11:30:00,6947.23984,-1.8499999999999999,21.0,3.3499999999999996,392.0
2025-01-02 11:45:00,6637.344064,-1.625,20.0,3.3249999999999997,406.0
2025-01-02 12:00:00,5871.927328,-1.4,19.0,3.3,420.0
2025-01-02 12:15:00,5364.445984,-1.25,18.5,3.25,419.75
2025-01-02 12:30:00,5273.57872,-1.1,18.0,3.2,419.5
2025-01-02 12:45:00,5203.236256,-0.95,17.5,3.15,419.25
2025-01-02 13:00:00,5276.526688,-0.8,17.0,3.1,419.0
2025-01-02 13:15:00,5407.869088,-0.7000000000000001,16.75,2.975,404.75
2025-01-02 13:30:00,5867.44048,-0.6000000000000001,16.5,2.85,390.5
2025-01-02 13:45:00,6425.145664,-0.5,16.25,2.725,376.25
2025-01-02 14:00:00,6526.47904,-0.4,16.0,2.6,362.0
2025-01-02 14:15:00,6625.868608,-0.375,15.5,2.525,335.5
2025-01-02 14:30:00,6637.644064,-0.35,15.0,2.45,309.0
2025-01-02 14:45:00,6647.697376,-0.325,14.5,2.375,282.5
2025-01-02 15:00:00,6680.891392,-0.3,14.0,2.3,256.0
2025-01-02 15:15:00,6717.037696,-0.6499999999999999,14.75,1.9249999999999998,222.0
2025-01-02 15:30:00,6800.662624,-1.0,15.5,1.5499999999999998,188.0
2025-01-02 15:45:00,6821.982304,-1.3499999999999999,16.25,1.175,154.0
2025-01-02 16:00:00,6885.732832,-1.7,17.0,0.8,120.0
2025-01-02 16:15:00,6941.742784,-2.0,17.5,0.675,93.25
2025-01-02 16:30:00,7004.074816,-2.3,18.0,0.55,66.5
2025-01-02 16:45:00,6975.63904,-2.5999999999999996,18.5,0.42500000000000004,39.75
2025-01-02 17:00:00,6906.337696,-2.9,19.0,0.3,13.0
2025-01-02 17:15:00,6822.150112,-3.1,19.0,0.35,9.75
2025-01-02 17:30:00,6523.589728,-3.3,19.0,0.4,6.5
2025-01-02 17:45:00,6233.425984,-3.5,19.0,0.45,3.25
2025-01-02 18:00:00,6335.951872,-3.7,19.0,0.5,0.0
2025-01-02 18:15:00,6562.54144,-3.825,19.25,0.85,0.0
2025-01-02 18:30:00,6814.943584,-3.95,19.5,1.2,0.0
2025-01-02 18:45:00,7018.544704,-4.075,19.75,1.5499999999999998,0.0
2025-01-02 19:00:00,7021.913632,-4.2,20.0,1.9,0.0
2025-01-02 19:15:00,7040.830048,-4.3,23.0,1.825,0.0
2025-01-02 19:30:00,6995.44096,-4.4,26.0,1.75,0.0
2025-01-02 19:45:00,6959.18032,-4.5,29.0,1.675,0.0
2025-01-02 20:00:00,6883.306528,-4.6,32.0,1.6,0.0
2025-01-02 20:15:00,6876.428608,-4.475,35.75,1.5,0.0
2025-01-02 20:30:00,6894.303904,-4.35,39.5,1.4,0.0
2025-01-02 20:45:00,6839.606368,-4.225,43.25,1.3,0.0
2025-01-02 21:00:00,6764.182144,-4.1,47.0,1.2,0.0
2025-01-02 21:15:00,6671.808928,-4.199999999999999,45.75,1.55,0.0
2025-01-02 21:30:00,6579.164704,-4.3,44.5,1.9,0.0
2025-01-02 21:45:00,6453.45856,-4.4,43.25,2.25,0.0
2025-01-02 22:00:00,6318.688288,-4.5,42.0,2.6,0.0
2025-01-02 22:15:00,6174.583264,-4.45,37.75,3.125,0.0
2025-01-02 22:30:00,6016.85968,-4.4,33.5,3.6500000000000004,0.0
2025-01-02 22:45:00,5786.362144,-4.35,29.25,4.175000000000001,0.0
2025-01-02 23:00:00,5545.726528,-4.3,25.0,4.7,0.0
2025-01-02 23:15:00,5288.449888,-4.475,26.0,4.425,0.0
2025-01-02 23:30:00,5060.573152,-4.65,27.0,4.15,0.0
2025-01-02 23:45:00,4824.04192,-4.825,28.0,3.875,0.0
2025-01-03 00:00:00,4638.711232,-5.0,29.0,3.6,0.0
2025-01-03 00:15:00,4535.39872,-5.25,29.75,3.4,0.0
2025-01-03 00:30:00,4455.764704,-5.5,30.5,3.2,0.0
2025-01-03 00:45:00,4382.097376,-5.75,31.25,3.0,0.0
2025-01-03 01:00:00,4315.975936,-6.0,32.0,2.8,0.0
2025-01-03 01:15:00,4255.089568,-6.2,32.75,2.8,0.0
2025-01-03 01:30:00,4202.455456,-6.4,33.5,2.8,0.0
2025-01-03 01:45:00,4161.693952,-6.6,34.25,2.8,0.0
2025-01-03 02:00:00,4129.189888,-6.8,35.0,2.8,0.0
2025-01-03 02:15:00,4095.711232,-6.9,35.25,2.775,0.0
2025-01-03 02:30:00,4060.684384,-7.0,35.5,2.75,0.0
2025-01-03 02:45:00,4023.028288,-7.1,35.75,2.725,0.0
2025-01-03 03:00:00,3998.3512,-7.2,36.0,2.7,0.0
2025-01-03 03:15:00,3965.588608,-7.3,36.25,2.625,0.0
2025-01-03 03:30:00,3946.374304,-7.4,36.5,2.55,0.0
2025-01-03 03:45:00,3932.016736,-7.5,36.75,2.475,0.0
2025-01-03 04:00:00,3911.965024,-7.6,37.0,2.4,0.0
2025-01-03 04:15:00,3896.147968,-7.6499999999999995,37.25,2.35,0.0
2025-01-03 04:30:00,3894.167488,-7.699999999999999,37.5,2.3,0.0
2025-01-03 04:45:00,3896.324224,-7.75,37.75,2.25,0.0
2025-01-03 05:00:00,3878.97952,-7.8,38.0,2.2,0.0
2025-01-03 05:15:00,3878.027488,-7.85,38.0,2.1500000000000004,0.0
2025-01-03 05:30:00,3890.397376,-7.9,38.0,2.1,0.0
2025-01-03 05:45:00,3914.633152,-7.95,38.0,2.05,0.0
2025-01-03 06:00:00,3933.685696,-8.0,38.0,2.0,0.0
2025-01-03 06:15:00,4005.586336,-8.05,38.0,1.975,0.0
2025-01-03 06:30:00,4057.696096,-8.1,38.0,1.95,0.0
2025-01-03 06:45:00,4146.454816,-8.149999999999999,38.0,1.9249999999999998,0.0
2025-01-03 07:00:00,4257.554656,-8.2,38.0,1.9,0.0
2025-01-03 07:15:00,4475.94064,-8.125,37.5,1.9249999999999998,3.25
2025-01-03 07:30:00,4734.64144,-8.05,37.0,1.95,6.5
2025-01-03 07:45:00,5134.330912,-7.975,36.5,1.975,9.75
2025-01-03 08:00:00,5911.230112,-7.9,36.0,2.0,13.0
2025-01-03 08:15:00,6759.22096,-7.525,35.5,1.95,39.25
2025-01-03 08:30:00,7079.41888,-7.15,35.0,1.9,65.5
2025-01-03 08:45:00,7307.655136,-6.775,34.5,1.85,91.75
2025-01-03 09:00:00,7454.512192,-6.4,34.0,1.8,118.0
2025-01-03 09:15:00,7515.474976,-5.75,32.25,1.7,151.25
2025-01-03 09:30:00,7612.777216,-5.1,30.5,1.6,184.5
2025-01-03 09:45:00,7689.964864,-4.45,28.75,1.5,217.75
2025-01-03 10:00:00,7759.570048,-3.8,27.0,1.4,251.0
2025-01-03 10:15:00,7838.99968,-3.25,25.5,1.6,277.25
2025-01-03 10:30:00,7895.966368,-2.7,24.0,1.8,303.5
2025-01-03 10:45:00,7939.706368,-2.15,22.5,2.0,329.75
2025-01-03 11:00:00,7931.436256,-1.6,21.0,2.2,356.0
2025-01-03 11:15:00,7949.032672,-1.25,20.5,2.35,370.0
2025-01-03 11:30:00,7772.286208,-0.9,20.0,2.5,384.0
2025-01-03 11:45:00,7392.667648,-0.55,19.5,2.65,398.0
2025-01-03 12:00:00,6484.374976,-0.2,19.0,2.8,412.0
2025-01-03 12:15:00,5855.08,0.0,18.75,2.775,412.25
2025-01-03 12:30:00,5808.971392,0.2,18.5,2.75,412.5
2025-01-03 12:45:00,5763.255136,0.4000000000000001,18.25,2.725,412.75
2025-01-03 13:00:00,5865.327808,0.6,18.0,2.7,413.0
2025-01-03 13:15:00,6035.229088,0.725,17.75,2.625,399.25
2025-01-03 13:30:00,6548.27872,0.8500000000000001,17.5,2.55,385.5
2025-01-03 13:45:00,7246.210048,0.9750000000000001,17.25,2.475,371.75
2025-01-03 14:00:00,7367.682784,1.1,17.0,2.4,358.0
2025-01-03 14:15:00,7519.983424,1.125,16.75,2.325,331.75
2025-01-03 14:30:00,7551.263584,1.15,16.5,2.25,305.5
2025-01-03 14:45:00,7587.489088,1.175,16.25,2.175,279.25
2025-01-03 15:00:00,7624.03984,1.2,16.0,2.1,253.0
2025-01-03 15:15:00,7668.4,0.7999999999999999,17.25,1.625,219.5
2025-01-03 15:30:00,7733.488768,0.3999999999999999,18.5,1.15,186.0
2025-01-03 15:45:00,7780.596256,-2.220446049250313e-16,19.75,0.675,152.5
2025-01-03 16:00:00,7850.894656,-0.4,21.0,0.2,119.0
2025-01-03 16:15:00,7905.36016,-0.8500000000000001,23.25,0.7,92.5
2025-01-03 16:30:00,7954.807648,-1.3000000000000003,25.5,1.2,66.0
2025-01-03 16:45:00,7951.631392,-1.75,27.75,1.7,39.5
2025-01-03 17:00:00,7893.095296,-2.2,30.0,2.2,13.0
2025-01-03 17:15:00,7781.527168,-2.5,36.75,2.45,9.75
2025-01-03 17:30:00,7274.772352,-2.8,43.5,2.7,6.5
2025-01-03 17:45:00,6984.024064,-3.1,50.25,2.95,3.25
2025-01-03 18:00:00,7078.105024,-3.4,57.0,3.2,0.0
2025-01-03 18:15:00,7252.831552,-3.45,57.25,3.0,0.0
2025-01-03 18:30:00,7574.073472,-3.5,57.5,2.8,0.0
2025-01-03 18:45:00,7758.456256,-3.55,57.75,2.6,0.0
2025-01-03 19:00:00,7787.68,-3.6,58.0,2.4,0.0
2025-01-03 19:15:00,7836.934816,-3.65,57.75,2.25,0.0
2025-01-03 19:30:00,7781.164864,-3.7,57.5,2.1,0.0
2025-01-03 19:45:00,7723.904704,-3.75,57.25,1.95,0.0
2025-01-03 20:00:00,7624.157536,-3.8,57.0,1.8,0.0
2025-01-03 20:15:00,7624.324864,-4.0,58.75,1.675,0.0
2025-01-03 20:30:00,7615.328608,-4.199999999999999,60.5,1.55,0.0
2025-01-03 20:45:00,7580.20144,-4.3999999999999995,62.25,1.425,0.0
2025-01-03 21:00:00,7430.567488,-4.6,64.0,1.3,0.0
2025-01-03 21:15:00,7328.954656,-4.699999999999999,64.0,1.05,0.0
2025-01-03 21:30:00,7215.989728,-4.8,64.0,0.8,0.0
2025-01-03 21:45:00,7022.384704,-4.9,64.0,0.55,0.0
2025-01-03 22:00:00,6845.63968,-5.0,64.0,0.3,0.0
2025-01-03 22:15:00,6675.10144,-5.15,64.5,0.3,0.0
2025-01-03 22:30:00,6453.235936,-5.3,65.0,0.3,0.0
2025-01-03 22:45:00,6210.564544,-5.449999999999999,65.5,0.3,0.0
2025-01-03 23:00:00,5938.92112,-5.6,66.0,0.3,0.0
2025-01-03 23:15:00,5648.853952,-5.75,66.5,0.425,0.0
2025-01-03 23:30:00,5412.195136,-5.9,67.0,0.55,0.0
2025-01-03 23:45:00,5174.02,-6.05,67.5,0.675,0.0
2025-01-04 00:00:00,4991.006848,-6.2,68.0,0.8,0.0
2025-01-04 00:15:00,4884.229408,-6.35,69.0,0.875,0.0
2025-01-04 00:30:00,4802.922784,-6.5,70.0,0.9500000000000001,0.0
2025-01-04 00:45:00,4755.287968,-6.65,71.0,1.0250000000000001,0.0
2025-01-04 01:00:00,4699.315456,-6.8,72.0,1.1,0.0
2025-01-04 01:15:00,4649.591392,-6.75,72.0,1.1,0.0
2025-01-04 01:30:00,4600.846528,-6.699999999999999,72.0,1.1,0.0
2025-01-04 01:45:00,4570.943104,-6.6499999999999995,72.0,1.1,0.0
2025-01-04 02:00:00,4540.851232,-6.6,72.0,1.1,0.0
2025-01-04 02:15:00,4506.790048,-6.699999999999999,72.25,1.1,0.0
2025-01-04 02:30:00,4483.628608,-6.8,72.5,1.1,0.0
2025-01-04 02:45:00,4452.951232,-6.9,72.75,1.1,0.0
2025-01-04 03:00:00,4423.550752,-7.0,73.0,1.1,0.0
2025-01-04 03:15:00,4396.048768,-7.1,72.75,1.1,0.0
2025-01-04 03:30:00,4371.8416,-7.2,72.5,1.1,0.0
2025-01-04 03:45:00,4355.024224,-7.300000000000001,72.25,1.1,0.0
2025-01-04 04:00:00,4341.575776,-7.4,72.0,1.1,0.0
2025-01-04 04:15:00,4332.027808,-7.525,72.25,1.125,0.0
2025-01-04 04:30:00,4323.13984,-7.65,72.5,1.15,0.0
2025-01-04 04:45:00,4298.812672,-7.775,72.75,1.175,0.0
2025-01-04 05:00:00,4298.463904,-7.9,73.0,1.2,0.0
2025-01-04 05:15:00,4306.406848,-7.975,73.0,1.2,0.0
2025-01-04 05:30:00,4320.806368,-8.05,73.0,1.2,0.0
2025-01-04 05:45:00,4349.08048,-8.125,73.0,1.2,0.0
2025-01-04 06:00:00,4389.546208,-8.2,73.0,1.2,0.0
2025-01-04 06:15:00,4481.643424,-8.25,73.0,1.175,0.0
2025-01-04 06:30:00,4558.883584,-8.3,73.0,1.15,0.0
2025-01-04 06:45:00,4665.025984,-8.35,73.0,1.125,0.0
2025-01-04 07:00:00,4791.903904,-8.4,73.0,1.1,0.0
2025-01-04 07:15:00,5009.43808,-8.3,71.75,1.1500000000000001,3.25
2025-01-04 07:30:00,5311.022464,-8.2,70.5,1.2000000000000002,6.5
2025-01-04 07:45:00,5672.145664,-8.1,69.25,1.25,9.75
2025-01-04 08:00:00,6501.730048,-8.0,68.0,1.3,13.0
2025-01-04 08:15:00,7335.592672,-7.575,68.0,1.275,39.75
2025-01-04 08:30:00,7600.297216,-7.15,68.0,1.25,66.5
2025-01-04 08:45:00,7812.524704,-6.725,68.0,1.225,93.25
2025-01-04 09:00:00,7934.747488,-6.3,68.0,1.2,120.0
2025-01-04 09:15:00,8027.968768,-5.55,65.5,1.025,153.5
2025-01-04 09:30:00,8090.42032,-4.8,63.0,0.85,187.0
2025-01-04 09:45:00,8156.98096,-4.05,60.5,0.675,220.5
2025-01-04 10:00:00,8215.794016,-3.3,58.0,0.5,254.0
2025-01-04 10:15:00,8280.833152,-2.775,56.75,0.425,280.0
2025-01-04 10:30:00,8322.953152,-2.25,55.5,0.35,306.0
2025-01-04 10:45:00,8336.743744,-1.725,54.25,0.275,332.0
2025-01-04 11:00:00,8340.3616,-1.2,53.0,0.2,358.0
2025-01-04 11:15:00,8344.636576,-0.75,50.5,0.3,371.25
2025-01-04 11:30:00,8147.665024,-0.30000000000000004,48.0,0.4,384.5
2025-01-04 11:45:00,7776.42112,0.1499999999999999,45.5,0.5,397.75
2025-01-04 12:00:00,6824.76016,0.6,43.0,0.6,411.0
2025-01-04 12:15:00,6252.984544,0.85,40.75,0.7,411.0
2025-01-04 12:30:00,6214.42,1.1,38.5,0.8,411.0
2025-01-04 12:45:00,6154.32016,1.35,36.25,0.9,411.0
2025-01-04 13:00:00,6208.829248,1.6,34.0,1.0,411.0
2025-01-04 13:15:00,6417.406528,1.7000000000000002,33.0,1.1,396.5
2025-01-04 13:30:00,6982.102144,1.8,32.0,1.2,382.0
2025-01-04 13:45:00,7653.169888,1.9,31.0,1.2999999999999998,367.5
2025-01-04 14:00:00,7821.148768,2.0,30.0,1.4,353.0
2025-01-04 14:15:00,7934.627488,1.875,30.5,1.575,327.25
2025-01-04 14:30:00,7974.75856,1.75,31.0,1.75,301.5
2025-01-04 14:45:00,8002.317376,1.625,31.5,1.925,275.75
2025-01-04 15:00:00,8028.044704,1.5,32.0,2.1,250.0
2025-01-04 15:15:00,8065.285984,0.975,33.75,2.2,216.75
2025-01-04 15:30:00,8131.44064,0.44999999999999996,35.5,2.3,183.5
2025-01-04 15:45:00,8174.663104,-0.07500000000000018,37.25,2.4,150.25
2025-01-04 16:00:00,8229.716896,-0.6,39.0,2.5,117.0
2025-01-04 16:15:00,8293.13872,-1.125,41.5,2.325,91.25
2025-01-04 16:30:00,8316.71872,-1.65,44.0,2.15,65.5
2025-01-04 16:45:00,8315.73808,-2.1750000000000003,46.5,1.975,39.75
2025-01-04 17:00:00,8246.21968,-2.7,49.0,1.8,14.0
2025-01-04 17:15:00,8152.632832,-2.975,51.75,1.6,10.5
2025-01-04 17:30:00,7663.525984,-3.25,54.5,1.4,7.0
2025-01-04 17:45:00,7374.251392,-3.525,57.25,1.2,3.5
2025-01-04 18:00:00,7384.347808,-3.8,60.0,1.0,0.0
2025-01-04 18:15:00,7623.62032,-3.8,61.0,0.85,0.0
2025-01-04 18:30:00,7864.362784,-3.8,62.0,0.7,0.0
2025-01-04 18:45:00,8087.24128,-3.8,63.0,0.55,0.0
2025-01-04 19:00:00,8119.097536,-3.8,64.0,0.4,0.0
2025-01-04 19:15:00,8151.714016,-3.8249999999999997,64.5,0.325,0.0
2025-01-04 19:30:00,8118.204064,-3.8499999999999996,65.0,0.25,0.0
2025-01-04 19:45:00,8050.197856,-3.875,65.5,0.175,0.0
2025-01-04 20:00:00,7929.936256,-3.9,66.0,0.1,0.0
2025-01-04 20:15:00,7913.647168,-3.8,68.75,0.125,0.0
2025-01-04 20:30:00,7901.066368,-3.7,71.5,0.15000000000000002,0.0
2025-01-04 20:45:00,7860.068608,-3.6,74.25,0.17500000000000002,0.0
2025-01-04 21:00:00,7747.443904,-3.5,77.0,0.2,0.0
2025-01-04 21:15:00,7637.590048,-3.5,76.75,0.35000000000000003,0.0
2025-01-04 21:30:00,7508.516416,-3.5,76.5,0.5,0.0
2025-01-04 21:45:00,7347.390112,-3.5,76.25,0.6500000000000001,0.0
