datetime,Load,temperature_2m,relative_humidity_2m,wind_speed_10m,shortwave_radiation,year,month,day,hour,is_holiday
2025/1/2 17:15,6822.150112,-3.1,19,0.35,9.75,2025,1,2,17,0
2025/1/2 17:30,6523.589728,-3.3,19,0.4,6.5,2025,1,2,17,0
2025/1/2 17:45,6233.425984,-3.5,19,0.45,3.25,2025,1,2,17,0
2025/1/2 18:00,6335.951872,-3.7,19,0.5,0,2025,1,2,18,0
2025/1/2 18:15,6562.54144,-3.825,19.25,0.85,0,2025,1,2,18,0
2025/1/2 18:30,6814.943584,-3.95,19.5,1.2,0,2025,1,2,18,0
2025/1/2 18:45,7018.544704,-4.075,19.75,1.55,0,2025,1,2,18,0
2025/1/2 19:00,7021.913632,-4.2,20,1.9,0,2025,1,2,19,0
2025/1/2 19:15,7040.830048,-4.3,23,1.825,0,2025,1,2,19,0
2025/1/2 19:30,6995.44096,-4.4,26,1.75,0,2025,1,2,19,0
2025/1/2 19:45,6959.18032,-4.5,29,1.675,0,2025,1,2,19,0
2025/1/2 20:00,6883.306528,-4.6,32,1.6,0,2025,1,2,20,0
2025/1/2 20:15,6876.428608,-4.475,35.75,1.5,0,2025,1,2,20,0
2025/1/2 20:30,6894.303904,-4.35,39.5,1.4,0,2025,1,2,20,0
2025/1/2 20:45,6839.606368,-4.225,43.25,1.3,0,2025,1,2,20,0
2025/1/2 21:00,6764.182144,-4.1,47,1.2,0,2025,1,2,21,0
2025/1/2 21:15,6671.808928,-4.2,45.75,1.55,0,2025,1,2,21,0
2025/1/2 21:30,6579.164704,-4.3,44.5,1.9,0,2025,1,2,21,0
2025/1/2 21:45,6453.45856,-4.4,43.25,2.25,0,2025,1,2,21,0
2025/1/2 22:00,6318.688288,-4.5,42,2.6,0,2025,1,2,22,0
2025/1/2 22:15,6174.583264,-4.45,37.75,3.125,0,2025,1,2,22,0
2025/1/2 22:30,6016.85968,-4.4,33.5,3.65,0,2025,1,2,22,0
2025/1/2 22:45,5786.362144,-4.35,29.25,4.175,0,2025,1,2,22,0
2025/1/2 23:00,5545.726528,-4.3,25,4.7,0,2025,1,2,23,0
2025/1/2 23:15,5288.449888,-4.475,26,4.425,0,2025,1,2,23,0
2025/1/2 23:30,5060.573152,-4.65,27,4.15,0,2025,1,2,23,0
2025/1/2 23:45,4824.04192,-4.825,28,3.875,0,2025,1,2,23,0
2025/1/3 0:00,4638.711232,-5,29,3.6,0,2025,1,3,0,0
2025/1/3 0:15,4535.39872,-5.25,29.75,3.4,0,2025,1,3,0,0
2025/1/3 0:30,4455.764704,-5.5,30.5,3.2,0,2025,1,3,0,0
2025/1/3 0:45,4382.097376,-5.75,31.25,3,0,2025,1,3,0,0
2025/1/3 1:00,4315.975936,-6,32,2.8,0,2025,1,3,1,0
2025/1/3 1:15,4255.089568,-6.2,32.75,2.8,0,2025,1,3,1,0
2025/1/3 1:30,4202.455456,-6.4,33.5,2.8,0,2025,1,3,1,0
2025/1/3 1:45,4161.693952,-6.6,34.25,2.8,0,2025,1,3,1,0
2025/1/3 2:00,4129.189888,-6.8,35,2.8,0,2025,1,3,2,0
2025/1/3 2:15,4095.711232,-6.9,35.25,2.775,0,2025,1,3,2,0
2025/1/3 2:30,4060.684384,-7,35.5,2.75,0,2025,1,3,2,0
2025/1/3 2:45,4023.028288,-7.1,35.75,2.725,0,2025,1,3,2,0
2025/1/3 3:00,3998.3512,-7.2,36,2.7,0,2025,1,3,3,0
2025/1/3 3:15,3965.588608,-7.3,36.25,2.625,0,2025,1,3,3,0
2025/1/3 3:30,3946.374304,-7.4,36.5,2.55,0,2025,1,3,3,0
2025/1/3 3:45,3932.016736,-7.5,36.75,2.475,0,2025,1,3,3,0
2025/1/3 4:00,3911.965024,-7.6,37,2.4,0,2025,1,3,4,0
2025/1/3 4:15,3896.147968,-7.65,37.25,2.35,0,2025,1,3,4,0
2025/1/3 4:30,3894.167488,-7.7,37.5,2.3,0,2025,1,3,4,0
2025/1/3 4:45,3896.324224,-7.75,37.75,2.25,0,2025,1,3,4,0
2025/1/3 5:00,3878.97952,-7.8,38,2.2,0,2025,1,3,5,0
2025/1/3 5:15,3878.027488,-7.85,38,2.15,0,2025,1,3,5,0
2025/1/3 5:30,3890.397376,-7.9,38,2.1,0,2025,1,3,5,0
2025/1/3 5:45,3914.633152,-7.95,38,2.05,0,2025,1,3,5,0
2025/1/3 6:00,3933.685696,-8,38,2,0,2025,1,3,6,0
2025/1/3 6:15,4005.586336,-8.05,38,1.975,0,2025,1,3,6,0
2025/1/3 6:30,4057.696096,-8.1,38,1.95,0,2025,1,3,6,0
2025/1/3 6:45,4146.454816,-8.15,38,1.925,0,2025,1,3,6,0
2025/1/3 7:00,4257.554656,-8.2,38,1.9,0,2025,1,3,7,0
2025/1/3 7:15,4475.94064,-8.125,37.5,1.925,3.25,2025,1,3,7,0
2025/1/3 7:30,4734.64144,-8.05,37,1.95,6.5,2025,1,3,7,0
2025/1/3 7:45,5134.330912,-7.975,36.5,1.975,9.75,2025,1,3,7,0
2025/1/3 8:00,5911.230112,-7.9,36,2,13,2025,1,3,8,0
2025/1/3 8:15,6759.22096,-7.525,35.5,1.95,39.25,2025,1,3,8,0
2025/1/3 8:30,7079.41888,-7.15,35,1.9,65.5,2025,1,3,8,0
2025/1/3 8:45,7307.655136,-6.775,34.5,1.85,91.75,2025,1,3,8,0
2025/1/3 9:00,7454.512192,-6.4,34,1.8,118,2025,1,3,9,0
2025/1/3 9:15,7515.474976,-5.75,32.25,1.7,151.25,2025,1,3,9,0
2025/1/3 9:30,7612.777216,-5.1,30.5,1.6,184.5,2025,1,3,9,0
2025/1/3 9:45,7689.964864,-4.45,28.75,1.5,217.75,2025,1,3,9,0
2025/1/3 10:00,7759.570048,-3.8,27,1.4,251,2025,1,3,10,0
2025/1/3 10:15,7838.99968,-3.25,25.5,1.6,277.25,2025,1,3,10,0
2025/1/3 10:30,7895.966368,-2.7,24,1.8,303.5,2025,1,3,10,0
2025/1/3 10:45,7939.706368,-2.15,22.5,2,329.75,2025,1,3,10,0
2025/1/3 11:00,7931.436256,-1.6,21,2.2,356,2025,1,3,11,0
2025/1/3 11:15,7949.032672,-1.25,20.5,2.35,370,2025,1,3,11,0
2025/1/3 11:30,7772.286208,-0.9,20,2.5,384,2025,1,3,11,0
2025/1/3 11:45,7392.667648,-0.55,19.5,2.65,398,2025,1,3,11,0
2025/1/3 12:00,6484.374976,-0.2,19,2.8,412,2025,1,3,12,0
2025/1/3 12:15,5855.08,0,18.75,2.775,412.25,2025,1,3,12,0
2025/1/3 12:30,5808.971392,0.2,18.5,2.75,412.5,2025,1,3,12,0
2025/1/3 12:45,5763.255136,0.4,18.25,2.725,412.75,2025,1,3,12,0
2025/1/3 13:00,5865.327808,0.6,18,2.7,413,2025,1,3,13,0
2025/1/3 13:15,6035.229088,0.725,17.75,2.625,399.25,2025,1,3,13,0
2025/1/3 13:30,6548.27872,0.85,17.5,2.55,385.5,2025,1,3,13,0
2025/1/3 13:45,7246.210048,0.975,17.25,2.475,371.75,2025,1,3,13,0
2025/1/3 14:00,7367.682784,1.1,17,2.4,358,2025,1,3,14,0
2025/1/3 14:15,7519.983424,1.125,16.75,2.325,331.75,2025,1,3,14,0
2025/1/3 14:30,7551.263584,1.15,16.5,2.25,305.5,2025,1,3,14,0
2025/1/3 14:45,7587.489088,1.175,16.25,2.175,279.25,2025,1,3,14,0
2025/1/3 15:00,7624.03984,1.2,16,2.1,253,2025,1,3,15,0
2025/1/3 15:15,7668.4,0.8,17.25,1.625,219.5,2025,1,3,15,0
2025/1/3 15:30,7733.488768,0.4,18.5,1.15,186,2025,1,3,15,0
2025/1/3 15:45,7780.596256,-2.22E-16,19.75,0.675,152.5,2025,1,3,15,0
2025/1/3 16:00,7850.894656,-0.4,21,0.2,119,2025,1,3,16,0
2025/1/3 16:15,7905.36016,-0.85,23.25,0.7,92.5,2025,1,3,16,0
2025/1/3 16:30,7954.807648,-1.3,25.5,1.2,66,2025,1,3,16,0
2025/1/3 16:45,7951.631392,-1.75,27.75,1.7,39.5,2025,1,3,16,0
2025/1/3 17:00,7893.095296,-2.2,30,2.2,13,2025,1,3,17,0
2025/1/3 17:15,7781.527168,-2.5,36.75,2.45,9.75,2025,1,3,17,0
2025/1/3 17:30,7274.772352,-2.8,43.5,2.7,6.5,2025,1,3,17,0
2025/1/3 17:45,6984.024064,-3.1,50.25,2.95,3.25,2025,1,3,17,0
2025/1/3 18:00,7078.105024,-3.4,57,3.2,0,2025,1,3,18,0
2025/1/3 18:15,7252.831552,-3.45,57.25,3,0,2025,1,3,18,0
2025/1/3 18:30,7574.073472,-3.5,57.5,2.8,0,2025,1,3,18,0
2025/1/3 18:45,7758.456256,-3.55,57.75,2.6,0,2025,1,3,18,0
2025/1/3 19:00,7787.68,-3.6,58,2.4,0,2025,1,3,19,0
2025/1/3 19:15,7836.934816,-3.65,57.75,2.25,0,2025,1,3,19,0
2025/1/3 19:30,7781.164864,-3.7,57.5,2.1,0,2025,1,3,19,0
2025/1/3 19:45,7723.904704,-3.75,57.25,1.95,0,2025,1,3,19,0
2025/1/3 20:00,7624.157536,-3.8,57,1.8,0,2025,1,3,20,0
2025/1/3 20:15,7624.324864,-4,58.75,1.675,0,2025,1,3,20,0
2025/1/3 20:30,7615.328608,-4.2,60.5,1.55,0,2025,1,3,20,0
2025/1/3 20:45,7580.20144,-4.4,62.25,1.425,0,2025,1,3,20,0
2025/1/3 21:00,7430.567488,-4.6,64,1.3,0,2025,1,3,21,0
2025/1/3 21:15,7328.954656,-4.7,64,1.05,0,2025,1,3,21,0
2025/1/3 21:30,7215.989728,-4.8,64,0.8,0,2025,1,3,21,0
2025/1/3 21:45,7022.384704,-4.9,64,0.55,0,2025,1,3,21,0
2025/1/3 22:00,6845.63968,-5,64,0.3,0,2025,1,3,22,0
2025/1/3 22:15,6675.10144,-5.15,64.5,0.3,0,2025,1,3,22,0
2025/1/3 22:30,6453.235936,-5.3,65,0.3,0,2025,1,3,22,0
2025/1/3 22:45,6210.564544,-5.45,65.5,0.3,0,2025,1,3,22,0
2025/1/3 23:00,5938.92112,-5.6,66,0.3,0,2025,1,3,23,0
2025/1/3 23:15,5648.853952,-5.75,66.5,0.425,0,2025,1,3,23,0
2025/1/3 23:30,5412.195136,-5.9,67,0.55,0,2025,1,3,23,0
2025/1/3 23:45,5174.02,-6.05,67.5,0.675,0,2025,1,3,23,0
2025/1/4 0:00,4991.006848,-6.2,68,0.8,0,2025,1,4,0,1
2025/1/4 0:15,4884.229408,-6.35,69,0.875,0,2025,1,4,0,1
2025/1/4 0:30,4802.922784,-6.5,70,0.95,0,2025,1,4,0,1
2025/1/4 0:45,4755.287968,-6.65,71,1.025,0,2025,1,4,0,1
2025/1/4 1:00,4699.315456,-6.8,72,1.1,0,2025,1,4,1,1
2025/1/4 1:15,4649.591392,-6.75,72,1.1,0,2025,1,4,1,1
2025/1/4 1:30,4600.846528,-6.7,72,1.1,0,2025,1,4,1,1
2025/1/4 1:45,4570.943104,-6.65,72,1.1,0,2025,1,4,1,1
2025/1/4 2:00,4540.851232,-6.6,72,1.1,0,2025,1,4,2,1
2025/1/4 2:15,4506.790048,-6.7,72.25,1.1,0,2025,1,4,2,1
2025/1/4 2:30,4483.628608,-6.8,72.5,1.1,0,2025,1,4,2,1
2025/1/4 2:45,4452.951232,-6.9,72.75,1.1,0,2025,1,4,2,1
2025/1/4 3:00,4423.550752,-7,73,1.1,0,2025,1,4,3,1
2025/1/4 3:15,4396.048768,-7.1,72.75,1.1,0,2025,1,4,3,1
2025/1/4 3:30,4371.8416,-7.2,72.5,1.1,0,2025,1,4,3,1
2025/1/4 3:45,4355.024224,-7.3,72.25,1.1,0,2025,1,4,3,1
2025/1/4 4:00,4341.575776,-7.4,72,1.1,0,2025,1,4,4,1
2025/1/4 4:15,4332.027808,-7.525,72.25,1.125,0,2025,1,4,4,1
2025/1/4 4:30,4323.13984,-7.65,72.5,1.15,0,2025,1,4,4,1
2025/1/4 4:45,4298.812672,-7.775,72.75,1.175,0,2025,1,4,4,1
2025/1/4 5:00,4298.463904,-7.9,73,1.2,0,2025,1,4,5,1
2025/1/4 5:15,4306.406848,-7.975,73,1.2,0,2025,1,4,5,1
2025/1/4 5:30,4320.806368,-8.05,73,1.2,0,2025,1,4,5,1
2025/1/4 5:45,4349.08048,-8.125,73,1.2,0,2025,1,4,5,1
2025/1/4 6:00,4389.546208,-8.2,73,1.2,0,2025,1,4,6,1
2025/1/4 6:15,4481.643424,-8.25,73,1.175,0,2025,1,4,6,1
2025/1/4 6:30,4558.883584,-8.3,73,1.15,0,2025,1,4,6,1
2025/1/4 6:45,4665.025984,-8.35,73,1.125,0,2025,1,4,6,1
2025/1/4 7:00,4791.903904,-8.4,73,1.1,0,2025,1,4,7,1
2025/1/4 7:15,5009.43808,-8.3,71.75,1.15,3.25,2025,1,4,7,1
2025/1/4 7:30,5311.022464,-8.2,70.5,1.2,6.5,2025,1,4,7,1
2025/1/4 7:45,5672.145664,-8.1,69.25,1.25,9.75,2025,1,4,7,1
2025/1/4 8:00,6501.730048,-8,68,1.3,13,2025,1,4,8,1
2025/1/4 8:15,7335.592672,-7.575,68,1.275,39.75,2025,1,4,8,1
2025/1/4 8:30,7600.297216,-7.15,68,1.25,66.5,2025,1,4,8,1
2025/1/4 8:45,7812.524704,-6.725,68,1.225,93.25,2025,1,4,8,1
2025/1/4 9:00,7934.747488,-6.3,68,1.2,120,2025,1,4,9,1
2025/1/4 9:15,8027.968768,-5.55,65.5,1.025,153.5,2025,1,4,9,1
2025/1/4 9:30,8090.42032,-4.8,63,0.85,187,2025,1,4,9,1
2025/1/4 9:45,8156.98096,-4.05,60.5,0.675,220.5,2025,1,4,9,1
2025/1/4 10:00,8215.794016,-3.3,58,0.5,254,2025,1,4,10,1
